RXCUI,HCPCS,STR,TTY
1942743,J9153,Cytarabine liposome 100 MG / Daunorubicin Liposomal 44 MG Injection,SCD
828749,J9155,degarelix 80 MG Injection,SCD
828751,J9155,degarelix 120 MG Injection,SCD
309669,J9160,2 ML denileukin diftitox 0.15 MG/ML Injection,SCD
309878,J9165,Diethylstilbestrol 50 MG/ML Injectable Solution,SCD
1001405,J9171,docetaxel 20 MG/ML Injectable Solution,SCD
1093280,J9171,docetaxel 10 MG/ML Injectable Solution,SCD
1101769,J9171,docetaxel 24 MG/ML Injectable Solution,SCD
1860480,J9171,1 ML docetaxel 20 MG/ML Injection,SCD
1860485,J9171,4 ML docetaxel 20 MG/ML Injection,SCD
1860619,J9171,2 ML docetaxel 10 MG/ML Injection,SCD
1861411,J9171,8 ML docetaxel 20 MG/ML Injection,SCD
1918045,J9171,10 ML docetaxel 20 MG/ML Injection,SCD
313949,J9171,docetaxel 40 MG/ML Injectable Solution,SCD
1919513,J9173,durvalumab 50 MG/ML Injection,SCD
1726110,J9176,elotuzumab 300 MG Injection,SCD
1726117,J9176,elotuzumab 400 MG Injection,SCD
1732182,J9178,25 ML Epirubicin Hydrochloride 2 MG/ML Injection,SCD
1732184,J9178,Epirubicin Hydrochloride 2 MG/ML Injection,SCD
1732186,J9178,100 ML Epirubicin Hydrochloride 2 MG/ML Injection,SCD
1045456,J9179,2 ML eribulin mesylate 0.5 MG/ML Injection,SCD
310248,J9181,Etoposide 20 MG/ML Injectable Solution,SCD
1740864,J9185,Fludarabine phosphate 50 MG Injection,SCD
1740865,J9185,2 ML Fludarabine phosphate 25 MG/ML Injection,SCD
1740866,J9185,Fludarabine phosphate 25 MG/ML Injection,SCD
1791701,J9190,10 ML Fluorouracil 50 MG/ML Injection,SCD
1791736,J9190,20 ML Fluorouracil 50 MG/ML Injection,SCD
239177,J9190,Fluorouracil 50 MG/ML Injectable Solution,SCD
310351,J9200,Floxuridine 500 MG Injection,SCD
1719000,J9201,gemcitabine 200 MG Injection,SCD
1719003,J9201,gemcitabine 1000 MG Injection,SCD
1719005,J9201,gemcitabine 2000 MG Injection,SCD
1720960,J9201,26.3 ML gemcitabine 38 MG/ML Injection,SCD
1720961,J9201,gemcitabine 38 MG/ML Injection,SCD
1720975,J9201,52.6 ML gemcitabine 38 MG/ML Injection,SCD
1720977,J9201,5.26 ML gemcitabine 38 MG/ML Injection,SCD
1998783,J9201,gemcitabine 100 MG/ML Injectable Solution,SCD
310592,J9202,Goserelin 3.6 MG Drug Implant,SCD
314008,J9202,Goserelin 10.8 MG Drug Implant,SCD
1944701,J9203,Gemtuzumab ozogamicin 4.5 MG Injection,SCD
1719772,J9205,10 ML irinotecan hydrochloride liposome 4.3 MG/ML Injection,SCD
1726319,J9206,2 ML Irinotecan hydrochloride 20 MG/ML Injection,SCD
1726322,J9206,Irinotecan hydrochloride 20 MG/ML Injection,SCD
1726324,J9206,5 ML Irinotecan hydrochloride 20 MG/ML Injection,SCD
1726492,J9206,25 ML Irinotecan hydrochloride 20 MG/ML Injection,SCD
1726271,J9207,ixabepilone 45 MG Injection,SCD
1726276,J9207,ixabepilone 15 MG Injection,SCD
1791588,J9208,Ifosfamide 3000 MG Injection,SCD
1791593,J9208,Ifosfamide 1000 MG Injection,SCD
1791597,J9208,60 ML Ifosfamide 50 MG/ML Injection,SCD
1791598,J9208,Ifosfamide 50 MG/ML Injection,SCD
1791599,J9208,20 ML Ifosfamide 50 MG/ML Injection,SCD
204870,J9209,Mesna 100 MG/ML Injectable Solution,SCD
1791493,J9211,20 ML Idarubicin Hydrochloride 1 MG/ML Injection,SCD
1791496,J9211,Idarubicin Hydrochloride 1 MG/ML Injection,SCD
1791498,J9211,10 ML Idarubicin Hydrochloride 1 MG/ML Injection,SCD
1791500,J9211,5 ML Idarubicin Hydrochloride 1 MG/ML Injection,SCD
311081,J9212,interferon alfacon-1 0.03 MG/ML Injectable Solution,SCD
205296,J9213,Interferon Alfa-2a 12000000 UNT/ML Injectable Solution,SCD
284174,J9213,Interferon Alfa-2a 18000000 UNT/ML Injectable Solution,SCD
311066,J9213,Interferon Alfa-2a 3000000 UNT/ML Injectable Solution,SCD
311068,J9213,Interferon Alfa-2a 6000000 UNT/ML Injectable Solution,SCD
311069,J9213,Interferon Alfa-2a 10000000 UNT/ML Injectable Solution,SCD
314050,J9213,Interferon Alfa-2a 36000000 UNT/ML Injectable Solution,SCD
1720878,J9214,Interferon Alfa-2b 10000000 UNT Injection,SCD
204445,J9214,Interferon Alfa-2b 6000000 UNT/ML Injectable Solution,SCD
205270,J9214,Interferon Alfa-2b 15000000 UNT/ML Injectable Solution,SCD
311074,J9214,Interferon Alfa-2b 25000000 UNT/ML Injectable Solution,SCD
311075,J9214,Interferon Alfa-2b 3000000 UNT/ML Injectable Solution,SCD
311077,J9214,Interferon Alfa-2b 5000000 UNT/ML Injectable Solution,SCD
311078,J9214,Interferon Alfa-2b 50000000 UNT Injection,SCD
545289,J9214,Interferon Alfa-2b 10000000 UNT/ML Injectable Solution,SCD
615136,J9215,Interferon Alfa-n3 5000000 UNT/ML Injectable Solution,SCD
240448,J9216,0.5 ML Interferon gamma-1b 0.2 MG/ML Injection,SCD
1115454,J9217,1 ML Leuprolide Acetate 15 MG/ML Prefilled Syringe,SCD
1116124,J9217,Leuprolide Acetate 7.5 MG/ML Injectable Suspension,SCD
1360244,J9217,Leuprolide Acetate 7.5 MG/ML Prefilled Syringe,SCD
1946519,J9217,3-Month 1.5 ML Leuprolide Acetate 20 MG/ML Prefilled Syringe,SCD
1946521,J9217,4-Month 1.5 ML Leuprolide Acetate 20 MG/ML Prefilled Syringe,SCD
752884,J9217,0.375 ML Leuprolide Acetate 120 MG/ML Prefilled Syringe,SCD
752889,J9217,0.5 ML Leuprolide Acetate 60 MG/ML Prefilled Syringe,SCD
752894,J9217,0.375 ML Leuprolide Acetate 60 MG/ML Prefilled Syringe,SCD
752899,J9217,0.25 ML Leuprolide Acetate 30 MG/ML Prefilled Syringe,SCD
545835,J9218,Leuprolide Acetate 5 MG/ML Injectable Solution,SCD
284986,J9219,Leuprolide 65 MG Drug Implant,SCD
1657008,J9228,ipilimumab 5 MG/ML Injection,SCD
1942954,J9229,inotuzumab ozogamicin 0.9 MG Injection,SCD
992166,J9230,Mechlorethamine hydrochloride 10 MG Injection,SCD
311487,J9245,Melphalan 50 MG Injection,SCD
1441402,J9250,0.4 ML Methotrexate 25 MG/ML Auto-Injector,SCD
1441411,J9250,0.4 ML Methotrexate 37.5 MG/ML Auto-Injector,SCD
1441416,J9250,0.4 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1441422,J9250,0.4 ML Methotrexate 62.5 MG/ML Auto-Injector,SCD
1544378,J9250,0.2 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544385,J9250,0.25 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544387,J9250,0.3 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544389,J9250,0.35 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544395,J9250,0.45 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544397,J9250,0.5 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544399,J9250,0.55 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544401,J9250,0.6 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1544403,J9250,0.15 ML Methotrexate 50 MG/ML Auto-Injector,SCD
1594757,J9250,0.4 ML Methotrexate 18.8 MG/ML Auto-Injector,SCD
1655956,J9250,40 ML Methotrexate 25 MG/ML Injection,SCD
1655957,J9250,Methotrexate 25 MG/ML Injection,SCD
1655959,J9250,10 ML Methotrexate 25 MG/ML Injection,SCD
1655960,J9250,2 ML Methotrexate 25 MG/ML Injection,SCD
1655967,J9250,4 ML Methotrexate 25 MG/ML Injection,SCD
1655968,J9250,8 ML Methotrexate 25 MG/ML Injection,SCD
1747179,J9250,0.4 ML Methotrexate 31.3 MG/ML Auto-Injector,SCD
1747185,J9250,0.4 ML Methotrexate 43.8 MG/ML Auto-Injector,SCD
1747192,J9250,0.4 ML Methotrexate 56.3 MG/ML Auto-Injector,SCD
1946772,J9250,Methotrexate 25 MG/ML Injectable Solution,SCD
1655960,J9260,2 ML Methotrexate 25 MG/ML Injection,SCD
311625,J9260,Methotrexate 1000 MG Injection,SCD
603566,J9261,50 ML nelarabine 5 MG/ML Injection,SCD
1736776,J9263,10 ML oxaliplatin 5 MG/ML Injection,SCD
1736779,J9263,oxaliplatin 5 MG/ML Injection,SCD
1736781,J9263,20 ML oxaliplatin 5 MG/ML Injection,SCD
1736784,J9263,oxaliplatin 50 MG Injection,SCD
1736786,J9263,oxaliplatin 100 MG Injection,SCD
583214,J9264,Paclitaxel 100 MG Injection,SCD
240906,J9266,5 ML pegaspargase 750 UNT/ML Injection,SCD
312199,J9267,Paclitaxel 6 MG/ML Injectable Solution,SCD
240573,J9268,Pentostatin 10 MG Injection,SCD
312463,J9270,Plicamycin 0.5 MG/ML Injectable Solution,SCD
1657746,J9271,pembrolizumab 50 MG Injection,SCD
1657750,J9271,4 ML pembrolizumab 25 MG/ML Injection,SCD
1740894,J9280,Mitomycin 5 MG Injection,SCD
1740898,J9280,Mitomycin 40 MG Injection,SCD
1740900,J9280,Mitomycin 20 MG Injection,SCD
1855745,J9285,olaratumab 10 MG/ML Injection,SCD
197989,J9293,Mitoxantrone 2 MG/ML Injectable Solution,SCD
1723745,J9295,50 ML necitumumab 16 MG/ML Injection,SCD
1657193,J9299,nivolumab 10 MG/ML Injection,SCD
1442693,J9301,40 ML obinutuzumab 25 MG/ML Injection,SCD
1658045,J9302,ofatumumab 20 MG/ML Injection,SCD
1657706,J9303,panitumumab 20 MG/ML Injection,SCD
1728072,J9305,pemetrexed 500 MG Injection,SCD
1298948,J9306,14 ML pertuzumab 30 MG/ML Injection,SCD
1796419,J9307,1 ML Pralatrexate 20 MG/ML Injection,SCD
1657778,J9308,ramucirumab 10 MG/ML Injection,SCD
1927885,J9311,"11.7 ML hyaluronidase, human recombinant 2000 UNT/ML / rituximab 120 MG/ML Injection",SCD
1927893,J9311,"13.4 ML hyaluronidase, human recombinant 2000 UNT/ML / rituximab 120 MG/ML Injection",SCD
1657865,J9312,rituximab 10 MG/ML Injection,SCD
877513,J9315,romidepsin 10 MG Injection,SCD
239180,J9320,Streptozocin 1000 MG Injection,SCD
1721278,J9325,1 ML TALIMOGENE LAHERPAREPVEC 1000000 UNT Injection,SCD
1721287,J9325,1 ML TALIMOGENE LAHERPAREPVEC 100000000 UNT Injection,SCD
835945,J9328,temozolomide 100 MG Injection,SCD
722289,J9330,1.2 ML temsirolimus 25 MG/ML Injection,SCD
1660004,J9340,Thiotepa 100 MG Injection,SCD
1660009,J9340,Thiotepa 15 MG Injection,SCD
1799416,J9351,Topotecan 4 MG Injection,SCD
1799424,J9351,4 ML Topotecan 1 MG/ML Injection,SCD
1718589,J9352,trabectedin 1 MG Injection,SCD
1658084,J9354,ado-trastuzumab emtansine 100 MG Injection,SCD
1658089,J9354,ado-trastuzumab emtansine 160 MG Injection,SCD
1922509,J9355,trastuzumab 150 MG Injection,SCD
806573,J9355,trastuzumab 22 MG/ML Injectable Solution,SCD
313567,J9357,valrubicin 40 MG/ML Irrigation Solution,SCD
239178,J9360,Vinblastine Sulfate 1 MG/ML Injectable Solution,SCD
1863343,J9370,1 ML Vincristine Sulfate 1 MG/ML Injection,SCD
1863349,J9370,Vincristine Sulfate 1 MG/ML Injection,SCD
1863354,J9370,2 ML Vincristine Sulfate 1 MG/ML Injection,SCD
1304995,J9371,31 ML Vincristine sulfate liposome 0.16 MG/ML Injection,SCD
1729418,J9390,1 ML vinorelbine 10 MG/ML Injection,SCD
1729420,J9390,vinorelbine 10 MG/ML Injection,SCD
1729422,J9390,5 ML vinorelbine 10 MG/ML Injection,SCD
727762,J9395,5 ML fulvestrant 50 MG/ML Prefilled Syringe,SCD
1723190,J9400,ziv-aflibercept 25 MG/ML Injection,SCD
242166,J9600,Porfimer Sodium 75 MG Injection,SCD
